mode,image_id,input_path,enc_path,meta_path,encrypt_time_ms,classification_label,classification_score,classification_entropy,classification_edge_density,classification_variance_norm,profile_name,profile_permutation_rounds,profile_arnold_iterations,metadata_threat_level,metadata_key_mode,cipher_size_bytes,cipher_entropy,cipher_adj_corr,decrypt_time_ms,decrypt_ok,exact_match,psnr,mse,wrong_passphrase_decrypt_success,wrong_private_key_decrypt_success,chosen_plaintext_encrypt_time_ms,chosen_plaintext_npcr,chosen_plaintext_uaci,attack_resilience__bit_flip_decrypt_success,attack_resilience__noise_decrypt_success,attack_resilience__partial_ciphertext_loss_center_0_8_decrypt_success,attack_resilience__partial_ciphertext_loss_head_0_9_decrypt_success,attack_resilience__partial_ciphertext_loss_tail_0_9_decrypt_success,attack_resilience__byte_mutation_decrypt_success,attack_resilience__block_shuffle_decrypt_success,attack_resilience__wrong_passphrase_decrypt_success,attack_resilience__wrong_private_key_decrypt_success,attack_resilience__replay_swap_ciphertext_decrypt_success,attack_resilience__replay_swap_metadata_decrypt_success,metadata_tamper_suite__missing_metadata_hmac,metadata_tamper_suite__tamper_threat_level,metadata_tamper_suite__tamper_profile_rounds,metadata_tamper_suite__tamper_nonce_salt_b64,metadata_tamper_suite__add_extra_field,metadata_tamper_suite__tamper_salt_b64,metadata_tamper_suite__tamper_image_sha256_b64,metadata_tamper_suite__tamper_working_shape,metadata_tamper_suite__tamper_dtype,metadata_tamper_suite__tamper_chaos_seed
x25519_only,0083_image-1072,D:\Downloads\hybrid\sample-images\docs\image-1072.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0083_image-1072.enc,D:\Downloads\hybrid\artifacts\x25519_only\0083_image-1072.meta.json,715.9931,medium,0.573666,7.649331,0.120223,0.078054,standard,2,3,balanced,x25519_only,4915216,7.999964,0.000427,803.4328,True,True,inf,0.0,False,False,652.3086,99.607037,33.462769,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0083_image-1072,D:\Downloads\hybrid\sample-images\docs\image-1072.jpg,D:\Downloads\hybrid\artifacts\hybrid\0083_image-1072.enc,D:\Downloads\hybrid\artifacts\hybrid\0083_image-1072.meta.json,748.5026,medium,0.573666,7.649331,0.120223,0.078054,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999962,-0.000608,883.2723,True,True,inf,0.0,False,False,732.8429,99.607627,33.458172,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0084_image-1073,D:\Downloads\hybrid\sample-images\docs\image-1073.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0084_image-1073.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0084_image-1073.meta.json,772.2312,medium,0.428091,6.164452,0.011093,0.006383,standard,2,3,balanced,passphrase_only,4915216,7.999959,0.000671,911.7659,True,True,inf,0.0,False,False,737.2374,99.607159,33.493073,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0084_image-1073,D:\Downloads\hybrid\sample-images\docs\image-1073.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0084_image-1073.enc,D:\Downloads\hybrid\artifacts\x25519_only\0084_image-1073.meta.json,687.7712,medium,0.428091,6.164452,0.011093,0.006383,standard,2,3,balanced,x25519_only,4915216,7.99996,0.000548,803.4542,True,True,inf,0.0,False,False,709.5135,99.611146,33.468956,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0084_image-1073,D:\Downloads\hybrid\sample-images\docs\image-1073.jpg,D:\Downloads\hybrid\artifacts\hybrid\0084_image-1073.enc,D:\Downloads\hybrid\artifacts\hybrid\0084_image-1073.meta.json,751.9689,medium,0.428091,6.164452,0.011093,0.006383,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999962,0.000128,889.5498,True,True,inf,0.0,False,False,742.4829,99.603313,33.464108,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0085_image-1074,D:\Downloads\hybrid\sample-images\docs\image-1074.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0085_image-1074.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0085_image-1074.meta.json,739.0698,medium,0.49388,6.886762,0.057191,0.021722,standard,2,3,balanced,passphrase_only,4915216,7.999958,7.5e-05,875.9329,True,True,inf,0.0,False,False,734.9027,99.610658,33.443268,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0085_image-1074,D:\Downloads\hybrid\sample-images\docs\image-1074.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0085_image-1074.enc,D:\Downloads\hybrid\artifacts\x25519_only\0085_image-1074.meta.json,678.2779,medium,0.49388,6.886762,0.057191,0.021722,standard,2,3,balanced,x25519_only,4915216,7.999959,0.00022,782.3919,True,True,inf,0.0,False,False,684.7755,99.608827,33.479862,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0085_image-1074,D:\Downloads\hybrid\sample-images\docs\image-1074.jpg,D:\Downloads\hybrid\artifacts\hybrid\0085_image-1074.enc,D:\Downloads\hybrid\artifacts\hybrid\0085_image-1074.meta.json,754.2636,medium,0.49388,6.886762,0.057191,0.021722,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999961,-0.000119,879.3281,True,True,inf,0.0,False,False,736.4943,99.611065,33.462082,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0086_image-1075,D:\Downloads\hybrid\sample-images\docs\image-1075.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0086_image-1075.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0086_image-1075.meta.json,803.8099,medium,0.469186,6.35512,0.09522,0.024707,standard,2,3,balanced,passphrase_only,4915216,7.999962,8e-05,852.5635,True,True,inf,0.0,False,False,719.8641,99.611045,33.461414,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0086_image-1075,D:\Downloads\hybrid\sample-images\docs\image-1075.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0086_image-1075.enc,D:\Downloads\hybrid\artifacts\x25519_only\0086_image-1075.meta.json,726.7809,medium,0.469186,6.35512,0.09522,0.024707,standard,2,3,balanced,x25519_only,4915216,7.999964,0.000253,823.4145,True,True,inf,0.0,False,False,696.8742,99.607728,33.459606,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0086_image-1075,D:\Downloads\hybrid\sample-images\docs\image-1075.jpg,D:\Downloads\hybrid\artifacts\hybrid\0086_image-1075.enc,D:\Downloads\hybrid\artifacts\hybrid\0086_image-1075.meta.json,766.299,medium,0.469186,6.35512,0.09522,0.024707,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999964,0.000193,873.3805,True,True,inf,0.0,False,False,759.6913,99.605979,33.466606,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0087_image-1076,D:\Downloads\hybrid\sample-images\docs\image-1076.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0087_image-1076.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0087_image-1076.meta.json,789.8223,medium,0.51614,7.121228,0.050648,0.07574,standard,2,3,balanced,passphrase_only,4915216,7.999957,0.00042,895.337,True,True,inf,0.0,False,False,693.0467,99.606792,33.457138,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0087_image-1076,D:\Downloads\hybrid\sample-images\docs\image-1076.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0087_image-1076.enc,D:\Downloads\hybrid\artifacts\x25519_only\0087_image-1076.meta.json,659.4977,medium,0.51614,7.121228,0.050648,0.07574,standard,2,3,balanced,x25519_only,4915216,7.999959,0.000116,823.2935,True,True,inf,0.0,False,False,677.8542,99.610922,33.457745,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0087_image-1076,D:\Downloads\hybrid\sample-images\docs\image-1076.jpg,D:\Downloads\hybrid\artifacts\hybrid\0087_image-1076.enc,D:\Downloads\hybrid\artifacts\hybrid\0087_image-1076.meta.json,747.3675,medium,0.51614,7.121228,0.050648,0.07574,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999961,-0.000423,871.761,True,True,inf,0.0,False,False,721.5189,99.608034,33.451725,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0088_image-1077,D:\Downloads\hybrid\sample-images\docs\image-1077.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0088_image-1077.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0088_image-1077.meta.json,806.7663,medium,0.474598,6.329329,0.119305,0.024437,standard,2,3,balanced,passphrase_only,4915216,7.999963,-0.000248,861.3044,True,True,inf,0.0,False,False,739.5117,99.614849,33.473076,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0088_image-1077,D:\Downloads\hybrid\sample-images\docs\image-1077.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0088_image-1077.enc,D:\Downloads\hybrid\artifacts\x25519_only\0088_image-1077.meta.json,684.2586,medium,0.474598,6.329329,0.119305,0.024437,standard,2,3,balanced,x25519_only,4915216,7.99996,0.000492,823.189,True,True,inf,0.0,False,False,670.6912,99.608908,33.460171,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0088_image-1077,D:\Downloads\hybrid\sample-images\docs\image-1077.jpg,D:\Downloads\hybrid\artifacts\hybrid\0088_image-1077.enc,D:\Downloads\hybrid\artifacts\hybrid\0088_image-1077.meta.json,791.6273,medium,0.474598,6.329329,0.119305,0.024437,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999964,0.000574,838.2061,True,True,inf,0.0,False,False,719.0257,99.607749,33.467014,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0089_image-1078,D:\Downloads\hybrid\sample-images\docs\image-1078.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0089_image-1078.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0089_image-1078.meta.json,756.9478,medium,0.532541,7.401413,0.061449,0.035063,standard,2,3,balanced,passphrase_only,4915216,7.999961,-0.000503,892.2968,True,True,inf,0.0,False,False,734.8756,99.610231,33.467365,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0089_image-1078,D:\Downloads\hybrid\sample-images\docs\image-1078.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0089_image-1078.enc,D:\Downloads\hybrid\artifacts\x25519_only\0089_image-1078.meta.json,708.3909,medium,0.532541,7.401413,0.061449,0.035063,standard,2,3,balanced,x25519_only,4915216,7.999963,-0.000108,866.7479,True,True,inf,0.0,False,False,663.5705,99.60844,33.454147,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0089_image-1078,D:\Downloads\hybrid\sample-images\docs\image-1078.jpg,D:\Downloads\hybrid\artifacts\hybrid\0089_image-1078.enc,D:\Downloads\hybrid\artifacts\hybrid\0089_image-1078.meta.json,796.2618,medium,0.532541,7.401413,0.061449,0.035063,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.99996,-0.00078,878.9528,True,True,inf,0.0,False,False,726.9671,99.607871,33.457016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0090_image-1079,D:\Downloads\hybrid\sample-images\docs\image-1079.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0090_image-1079.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0090_image-1079.meta.json,784.9795,medium,0.537866,7.370621,0.087705,0.032164,standard,2,3,balanced,passphrase_only,4915216,7.999965,-0.000148,854.5421,True,True,inf,0.0,False,False,745.738,99.606853,33.451466,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0090_image-1079,D:\Downloads\hybrid\sample-images\docs\image-1079.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0090_image-1079.enc,D:\Downloads\hybrid\artifacts\x25519_only\0090_image-1079.meta.json,732.2674,medium,0.537866,7.370621,0.087705,0.032164,standard,2,3,balanced,x25519_only,4915216,7.99996,-0.000418,825.6365,True,True,inf,0.0,False,False,675.8971,99.606853,33.465466,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0090_image-1079,D:\Downloads\hybrid\sample-images\docs\image-1079.jpg,D:\Downloads\hybrid\artifacts\hybrid\0090_image-1079.enc,D:\Downloads\hybrid\artifacts\hybrid\0090_image-1079.meta.json,769.4651,medium,0.537866,7.370621,0.087705,0.032164,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999962,-0.000252,833.9725,True,True,inf,0.0,False,False,742.444,99.611594,33.470284,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0091_image-108,D:\Downloads\hybrid\sample-images\docs\image-108.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0091_image-108.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0091_image-108.meta.json,766.3406,medium,0.532501,7.243499,0.101774,0.026523,standard,2,3,balanced,passphrase_only,4915216,7.999967,-0.000712,839.6811,True,True,inf,0.0,False,False,720.5849,99.603008,33.474255,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0091_image-108,D:\Downloads\hybrid\sample-images\docs\image-108.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0091_image-108.enc,D:\Downloads\hybrid\artifacts\x25519_only\0091_image-108.meta.json,729.6417,medium,0.532501,7.243499,0.101774,0.026523,standard,2,3,balanced,x25519_only,4915216,7.999964,-0.000428,825.3796,True,True,inf,0.0,False,False,699.0033,99.608461,33.457108,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0091_image-108,D:\Downloads\hybrid\sample-images\docs\image-108.jpg,D:\Downloads\hybrid\artifacts\hybrid\0091_image-108.enc,D:\Downloads\hybrid\artifacts\hybrid\0091_image-108.meta.json,780.0668,medium,0.532501,7.243499,0.101774,0.026523,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999967,-0.000506,835.5882,True,True,inf,0.0,False,False,675.1992,99.610882,33.473351,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0092_image-1080,D:\Downloads\hybrid\sample-images\docs\image-1080.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0092_image-1080.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0092_image-1080.meta.json,757.8856,medium,0.394436,5.695624,0.004628,0.00982,standard,2,3,balanced,passphrase_only,4915216,7.99996,-0.000326,866.9268,True,True,inf,0.0,False,False,776.0394,99.608766,33.466988,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0092_image-1080,D:\Downloads\hybrid\sample-images\docs\image-1080.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0092_image-1080.enc,D:\Downloads\hybrid\artifacts\x25519_only\0092_image-1080.meta.json,738.6458,medium,0.394436,5.695624,0.004628,0.00982,standard,2,3,balanced,x25519_only,4915216,7.999964,0.000257,838.1914,True,True,inf,0.0,False,False,656.0072,99.603741,33.456993,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0092_image-1080,D:\Downloads\hybrid\sample-images\docs\image-1080.jpg,D:\Downloads\hybrid\artifacts\hybrid\0092_image-1080.enc,D:\Downloads\hybrid\artifacts\hybrid\0092_image-1080.meta.json,762.4771,medium,0.394436,5.695624,0.004628,0.00982,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999962,0.000434,878.799,True,True,inf,0.0,False,False,737.8162,99.609966,33.461243,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0093_image-1081,D:\Downloads\hybrid\sample-images\docs\image-1081.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0093_image-1081.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0093_image-1081.meta.json,1323.3382,high,0.627895,7.751643,0.268559,0.096015,max,3,7,balanced,passphrase_only,4915216,7.999963,-0.000879,1494.7415,True,True,inf,0.0,False,False,1334.2329,99.605063,33.446686,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0093_image-1081,D:\Downloads\hybrid\sample-images\docs\image-1081.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0093_image-1081.enc,D:\Downloads\hybrid\artifacts\x25519_only\0093_image-1081.meta.json,1265.8202,high,0.627895,7.751643,0.268559,0.096015,max,3,7,balanced,x25519_only,4915216,7.999967,9e-05,1435.3838,True,True,inf,0.0,False,False,1183.5427,99.612021,33.468014,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0093_image-1081,D:\Downloads\hybrid\sample-images\docs\image-1081.jpg,D:\Downloads\hybrid\artifacts\hybrid\0093_image-1081.enc,D:\Downloads\hybrid\artifacts\hybrid\0093_image-1081.meta.json,1399.8898,high,0.627895,7.751643,0.268559,0.096015,max,3,7,balanced,hybrid_passphrase_x25519,4915216,7.999965,0.000698,1489.6744,True,True,inf,0.0,False,False,1319.055,99.610455,33.465714,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0094_image-1082,D:\Downloads\hybrid\sample-images\docs\image-1082.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0094_image-1082.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0094_image-1082.meta.json,734.057,medium,0.579224,7.873702,0.087536,0.077641,standard,2,3,balanced,passphrase_only,4915216,7.999966,-6e-06,866.0441,True,True,inf,0.0,False,False,721.4088,99.607525,33.453865,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0094_image-1082,D:\Downloads\hybrid\sample-images\docs\image-1082.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0094_image-1082.enc,D:\Downloads\hybrid\artifacts\x25519_only\0094_image-1082.meta.json,744.9221,medium,0.579224,7.873702,0.087536,0.077641,standard,2,3,balanced,x25519_only,4915216,7.999959,0.000438,796.8978,True,True,inf,0.0,False,False,683.9147,99.608603,33.456699,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0094_image-1082,D:\Downloads\hybrid\sample-images\docs\image-1082.jpg,D:\Downloads\hybrid\artifacts\hybrid\0094_image-1082.enc,D:\Downloads\hybrid\artifacts\hybrid\0094_image-1082.meta.json,760.8111,medium,0.579224,7.873702,0.087536,0.077641,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999962,-0.000292,856.6023,True,True,inf,0.0,False,False,716.5262,99.611492,33.473927,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0095_image-1083,D:\Downloads\hybrid\sample-images\docs\image-1083.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0095_image-1083.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0095_image-1083.meta.json,764.7811,medium,0.580838,7.624569,0.158028,0.061606,standard,2,3,balanced,passphrase_only,4915216,7.999963,1.4e-05,843.3006,True,True,inf,0.0,False,False,721.5689,99.606792,33.45295,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0095_image-1083,D:\Downloads\hybrid\sample-images\docs\image-1083.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0095_image-1083.enc,D:\Downloads\hybrid\artifacts\x25519_only\0095_image-1083.meta.json,740.7491,medium,0.580838,7.624569,0.158028,0.061606,standard,2,3,balanced,x25519_only,4915216,7.999968,0.000383,866.1458,True,True,inf,0.0,False,False,670.4176,99.6084,33.46611,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0095_image-1083,D:\Downloads\hybrid\sample-images\docs\image-1083.jpg,D:\Downloads\hybrid\artifacts\hybrid\0095_image-1083.enc,D:\Downloads\hybrid\artifacts\hybrid\0095_image-1083.meta.json,814.624,medium,0.580838,7.624569,0.158028,0.061606,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999967,0.000531,845.3618,True,True,inf,0.0,False,False,750.2115,99.60901,33.470509,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0096_image-1084,D:\Downloads\hybrid\sample-images\docs\image-1084.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0096_image-1084.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0096_image-1084.meta.json,729.0231,medium,0.560308,7.534742,0.119777,0.042412,standard,2,3,balanced,passphrase_only,4915216,7.999961,-0.00044,866.2895,True,True,inf,0.0,False,False,737.7666,99.609763,33.463684,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0096_image-1084,D:\Downloads\hybrid\sample-images\docs\image-1084.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0096_image-1084.enc,D:\Downloads\hybrid\artifacts\x25519_only\0096_image-1084.meta.json,722.2439,medium,0.560308,7.534742,0.119777,0.042412,standard,2,3,balanced,x25519_only,4915216,7.999964,-0.000444,795.0618,True,True,inf,0.0,False,False,673.7964,99.611736,33.449371,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0096_image-1084,D:\Downloads\hybrid\sample-images\docs\image-1084.jpg,D:\Downloads\hybrid\artifacts\hybrid\0096_image-1084.enc,D:\Downloads\hybrid\artifacts\hybrid\0096_image-1084.meta.json,766.1778,medium,0.560308,7.534742,0.119777,0.042412,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999969,-4.9e-05,860.3975,True,True,inf,0.0,False,False,720.125,99.61019,33.453682,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0097_image-1085,D:\Downloads\hybrid\sample-images\docs\image-1085.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0097_image-1085.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0097_image-1085.meta.json,767.532,medium,0.572062,7.586572,0.14175,0.053066,standard,2,3,balanced,passphrase_only,4915216,7.999959,0.000203,837.8418,True,True,inf,0.0,False,False,703.1403,99.613974,33.466202,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0097_image-1085,D:\Downloads\hybrid\sample-images\docs\image-1085.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0097_image-1085.enc,D:\Downloads\hybrid\artifacts\x25519_only\0097_image-1085.meta.json,743.1367,medium,0.572062,7.586572,0.14175,0.053066,standard,2,3,balanced,x25519_only,4915216,7.999964,0.000471,792.8324,True,True,inf,0.0,False,False,677.3688,99.607098,33.469929,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0097_image-1085,D:\Downloads\hybrid\sample-images\docs\image-1085.jpg,D:\Downloads\hybrid\artifacts\hybrid\0097_image-1085.enc,D:\Downloads\hybrid\artifacts\hybrid\0097_image-1085.meta.json,765.5183,medium,0.572062,7.586572,0.14175,0.053066,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999959,-0.000292,876.1456,True,True,inf,0.0,False,False,716.3561,99.609173,33.453632,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0098_image-1086,D:\Downloads\hybrid\sample-images\docs\image-1086.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0098_image-1086.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0098_image-1086.meta.json,764.2358,medium,0.551305,7.565492,0.074047,0.059755,standard,2,3,balanced,passphrase_only,4915216,7.99996,-4.9e-05,866.8891,True,True,inf,0.0,False,False,743.9135,99.604168,33.447723,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0098_image-1086,D:\Downloads\hybrid\sample-images\docs\image-1086.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0098_image-1086.enc,D:\Downloads\hybrid\artifacts\x25519_only\0098_image-1086.meta.json,726.0778,medium,0.551305,7.565492,0.074047,0.059755,standard,2,3,balanced,x25519_only,4915216,7.99996,0.000257,825.4152,True,True,inf,0.0,False,False,668.0238,99.610719,33.465744,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0098_image-1086,D:\Downloads\hybrid\sample-images\docs\image-1086.jpg,D:\Downloads\hybrid\artifacts\hybrid\0098_image-1086.enc,D:\Downloads\hybrid\artifacts\hybrid\0098_image-1086.meta.json,786.7326,medium,0.551305,7.565492,0.074047,0.059755,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999967,0.000571,886.8954,True,True,inf,0.0,False,False,678.0185,99.605836,33.462879,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0099_image-1087,D:\Downloads\hybrid\sample-images\docs\image-1087.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0099_image-1087.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0099_image-1087.meta.json,774.3051,medium,0.570039,7.499532,0.155373,0.052228,standard,2,3,balanced,passphrase_only,4915216,7.999961,1.6e-05,836.0856,True,True,inf,0.0,False,False,730.1864,99.611512,33.466534,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0099_image-1087,D:\Downloads\hybrid\sample-images\docs\image-1087.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0099_image-1087.enc,D:\Downloads\hybrid\artifacts\x25519_only\0099_image-1087.meta.json,723.8587,medium,0.570039,7.499532,0.155373,0.052228,standard,2,3,balanced,x25519_only,4915216,7.999958,-6e-06,823.6577,True,True,inf,0.0,False,False,699.288,99.606548,33.451508,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0099_image-1087,D:\Downloads\hybrid\sample-images\docs\image-1087.jpg,D:\Downloads\hybrid\artifacts\hybrid\0099_image-1087.enc,D:\Downloads\hybrid\artifacts\hybrid\0099_image-1087.meta.json,778.8706,medium,0.570039,7.499532,0.155373,0.052228,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999967,0.000181,875.0209,True,True,inf,0.0,False,False,748.8444,99.606792,33.456379,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0100_image-1088,D:\Downloads\hybrid\sample-images\docs\image-1088.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0100_image-1088.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0100_image-1088.meta.json,817.1791,medium,0.4037,5.836357,0.006356,0.003627,standard,2,3,balanced,passphrase_only,4915216,7.999966,-0.000351,906.9145,True,True,inf,0.0,False,False,740.1223,99.608664,33.457771,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0100_image-1088,D:\Downloads\hybrid\sample-images\docs\image-1088.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0100_image-1088.enc,D:\Downloads\hybrid\artifacts\x25519_only\0100_image-1088.meta.json,750.3254,medium,0.4037,5.836357,0.006356,0.003627,standard,2,3,balanced,x25519_only,4915216,7.999965,-3.1e-05,788.7072,True,True,inf,0.0,False,False,673.8701,99.604087,33.467503,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
