mode,image_id,input_path,enc_path,meta_path,encrypt_time_ms,classification_label,classification_score,classification_entropy,classification_edge_density,classification_variance_norm,profile_name,profile_permutation_rounds,profile_arnold_iterations,metadata_threat_level,metadata_key_mode,cipher_size_bytes,cipher_entropy,cipher_adj_corr,decrypt_time_ms,decrypt_ok,exact_match,psnr,mse,wrong_passphrase_decrypt_success,wrong_private_key_decrypt_success,chosen_plaintext_encrypt_time_ms,chosen_plaintext_npcr,chosen_plaintext_uaci,attack_resilience__bit_flip_decrypt_success,attack_resilience__noise_decrypt_success,attack_resilience__partial_ciphertext_loss_center_0_8_decrypt_success,attack_resilience__partial_ciphertext_loss_head_0_9_decrypt_success,attack_resilience__partial_ciphertext_loss_tail_0_9_decrypt_success,attack_resilience__byte_mutation_decrypt_success,attack_resilience__block_shuffle_decrypt_success,attack_resilience__wrong_passphrase_decrypt_success,attack_resilience__wrong_private_key_decrypt_success,attack_resilience__replay_swap_ciphertext_decrypt_success,attack_resilience__replay_swap_metadata_decrypt_success,metadata_tamper_suite__missing_metadata_hmac,metadata_tamper_suite__tamper_threat_level,metadata_tamper_suite__tamper_profile_rounds,metadata_tamper_suite__tamper_nonce_salt_b64,metadata_tamper_suite__add_extra_field,metadata_tamper_suite__tamper_salt_b64,metadata_tamper_suite__tamper_image_sha256_b64,metadata_tamper_suite__tamper_working_shape,metadata_tamper_suite__tamper_dtype,metadata_tamper_suite__tamper_chaos_seed
hybrid,0031_image-1025,D:\Downloads\hybrid\sample-images\docs\image-1025.jpg,D:\Downloads\hybrid\artifacts\hybrid\0031_image-1025.enc,D:\Downloads\hybrid\artifacts\hybrid\0031_image-1025.meta.json,215.4291,low,0.338138,4.881788,0.006558,0.003654,lite,1,0,balanced,hybrid_passphrase_x25519,3275536,7.999943,-0.000562,227.6251,True,True,inf,0.0,False,False,197.3638,99.607667,33.455006,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0032_image-1026,D:\Downloads\hybrid\sample-images\docs\image-1026.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0032_image-1026.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0032_image-1026.meta.json,758.8666,medium,0.495588,6.799433,0.071394,0.044725,standard,2,3,balanced,passphrase_only,4915216,7.999967,3.7e-05,784.2548,True,True,inf,0.0,False,False,750.1022,99.606548,33.456718,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0032_image-1026,D:\Downloads\hybrid\sample-images\docs\image-1026.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0032_image-1026.enc,D:\Downloads\hybrid\artifacts\x25519_only\0032_image-1026.meta.json,694.3017,medium,0.495588,6.799433,0.071394,0.044725,standard,2,3,balanced,x25519_only,4915216,7.999964,0.000125,816.3351,True,True,inf,0.0,False,False,694.8136,99.610353,33.446766,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0032_image-1026,D:\Downloads\hybrid\sample-images\docs\image-1026.jpg,D:\Downloads\hybrid\artifacts\hybrid\0032_image-1026.enc,D:\Downloads\hybrid\artifacts\hybrid\0032_image-1026.meta.json,745.2859,medium,0.495588,6.799433,0.071394,0.044725,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999963,0.000636,839.1329,True,True,inf,0.0,False,False,734.7413,99.604432,33.439747,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0033_image-1027,D:\Downloads\hybrid\sample-images\docs\image-1027.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0033_image-1027.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0033_image-1027.meta.json,782.5625,medium,0.525073,6.899357,0.134019,0.07024,standard,2,3,balanced,passphrase_only,4915216,7.999965,0.00077,868.2499,True,True,inf,0.0,False,False,735.8498,99.614117,33.466728,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0033_image-1027,D:\Downloads\hybrid\sample-images\docs\image-1027.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0033_image-1027.enc,D:\Downloads\hybrid\artifacts\x25519_only\0033_image-1027.meta.json,690.7091,medium,0.525073,6.899357,0.134019,0.07024,standard,2,3,balanced,x25519_only,4915216,7.999966,-0.000135,794.6541,True,True,inf,0.0,False,False,664.8191,99.611472,33.465515,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0033_image-1027,D:\Downloads\hybrid\sample-images\docs\image-1027.jpg,D:\Downloads\hybrid\artifacts\hybrid\0033_image-1027.enc,D:\Downloads\hybrid\artifacts\hybrid\0033_image-1027.meta.json,752.0511,medium,0.525073,6.899357,0.134019,0.07024,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999958,0.000128,850.367,True,True,inf,0.0,False,False,728.0039,99.608542,33.474899,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0034_image-1028,D:\Downloads\hybrid\sample-images\docs\image-1028.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0034_image-1028.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0034_image-1028.meta.json,722.9125,medium,0.359392,5.174454,0.008948,0.006427,standard,2,3,balanced,passphrase_only,4915216,7.999964,-0.000313,907.3995,True,True,inf,0.0,False,False,731.6115,99.614056,33.461468,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0034_image-1028,D:\Downloads\hybrid\sample-images\docs\image-1028.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0034_image-1028.enc,D:\Downloads\hybrid\artifacts\x25519_only\0034_image-1028.meta.json,698.6686,medium,0.359392,5.174454,0.008948,0.006427,standard,2,3,balanced,x25519_only,4915216,7.999963,-0.000275,793.9136,True,True,inf,0.0,False,False,665.9552,99.603863,33.459427,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0034_image-1028,D:\Downloads\hybrid\sample-images\docs\image-1028.jpg,D:\Downloads\hybrid\artifacts\hybrid\0034_image-1028.enc,D:\Downloads\hybrid\artifacts\hybrid\0034_image-1028.meta.json,726.357,medium,0.359392,5.174454,0.008948,0.006427,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999964,0.000187,853.534,True,True,inf,0.0,False,False,721.6411,99.612815,33.462505,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0035_image-1029,D:\Downloads\hybrid\sample-images\docs\image-1029.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0035_image-1029.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0035_image-1029.meta.json,723.7559,medium,0.444128,6.398048,0.009936,0.008545,standard,2,3,balanced,passphrase_only,4915216,7.999954,-0.000105,883.647,True,True,inf,0.0,False,False,751.7159,99.606569,33.454838,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0035_image-1029,D:\Downloads\hybrid\sample-images\docs\image-1029.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0035_image-1029.enc,D:\Downloads\hybrid\artifacts\x25519_only\0035_image-1029.meta.json,693.7837,medium,0.444128,6.398048,0.009936,0.008545,standard,2,3,balanced,x25519_only,4915216,7.999957,0.000339,797.7555,True,True,inf,0.0,False,False,674.598,99.607077,33.474003,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0035_image-1029,D:\Downloads\hybrid\sample-images\docs\image-1029.jpg,D:\Downloads\hybrid\artifacts\hybrid\0035_image-1029.enc,D:\Downloads\hybrid\artifacts\hybrid\0035_image-1029.meta.json,713.0137,medium,0.444128,6.398048,0.009936,0.008545,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999965,0.00026,850.7113,True,True,inf,0.0,False,False,752.6502,99.61021,33.477814,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0036_image-103,D:\Downloads\hybrid\sample-images\docs\image-103.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0036_image-103.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0036_image-103.meta.json,742.7843,medium,0.544162,7.089235,0.147454,0.083608,standard,2,3,balanced,passphrase_only,4915216,7.999965,0.000287,902.6825,True,True,inf,0.0,False,False,765.7927,99.607667,33.471073,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0036_image-103,D:\Downloads\hybrid\sample-images\docs\image-103.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0036_image-103.enc,D:\Downloads\hybrid\artifacts\x25519_only\0036_image-103.meta.json,714.1316,medium,0.544162,7.089235,0.147454,0.083608,standard,2,3,balanced,x25519_only,4915216,7.999963,0.000372,790.4707,True,True,inf,0.0,False,False,668.7405,99.609173,33.459011,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0036_image-103,D:\Downloads\hybrid\sample-images\docs\image-103.jpg,D:\Downloads\hybrid\artifacts\hybrid\0036_image-103.enc,D:\Downloads\hybrid\artifacts\hybrid\0036_image-103.meta.json,758.5648,medium,0.544162,7.089235,0.147454,0.083608,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.99996,0.000527,801.5069,True,True,inf,0.0,False,False,729.2961,99.611126,33.454975,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0037_image-1030,D:\Downloads\hybrid\sample-images\docs\image-1030.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0037_image-1030.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0037_image-1030.meta.json,734.9424,medium,0.563978,7.567512,0.09859,0.09423,standard,2,3,balanced,passphrase_only,4915216,7.999963,0.000786,835.069,True,True,inf,0.0,False,False,715.9699,99.609865,33.452419,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0037_image-1030,D:\Downloads\hybrid\sample-images\docs\image-1030.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0037_image-1030.enc,D:\Downloads\hybrid\artifacts\x25519_only\0037_image-1030.meta.json,693.2668,medium,0.563978,7.567512,0.09859,0.09423,standard,2,3,balanced,x25519_only,4915216,7.999962,-0.001195,802.3997,True,True,inf,0.0,False,False,677.9207,99.610231,33.461742,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0037_image-1030,D:\Downloads\hybrid\sample-images\docs\image-1030.jpg,D:\Downloads\hybrid\artifacts\hybrid\0037_image-1030.enc,D:\Downloads\hybrid\artifacts\hybrid\0037_image-1030.meta.json,754.5762,medium,0.563978,7.567512,0.09859,0.09423,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.99996,2.3e-05,844.2515,True,True,inf,0.0,False,False,714.8999,99.609152,33.451992,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0038_image-1031,D:\Downloads\hybrid\sample-images\docs\image-1031.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0038_image-1031.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0038_image-1031.meta.json,750.1194,medium,0.350592,4.999312,0.019473,0.006982,standard,2,3,balanced,passphrase_only,4915216,7.99996,0.00092,862.1872,True,True,inf,0.0,False,False,728.5989,99.602764,33.444916,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0038_image-1031,D:\Downloads\hybrid\sample-images\docs\image-1031.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0038_image-1031.enc,D:\Downloads\hybrid\artifacts\x25519_only\0038_image-1031.meta.json,711.1514,medium,0.350592,4.999312,0.019473,0.006982,standard,2,3,balanced,x25519_only,4915216,7.999966,2.5e-05,829.8452,True,True,inf,0.0,False,False,675.1154,99.606813,33.447132,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0038_image-1031,D:\Downloads\hybrid\sample-images\docs\image-1031.jpg,D:\Downloads\hybrid\artifacts\hybrid\0038_image-1031.enc,D:\Downloads\hybrid\artifacts\hybrid\0038_image-1031.meta.json,774.5939,medium,0.350592,4.999312,0.019473,0.006982,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999962,0.000449,850.825,True,True,inf,0.0,False,False,717.0616,99.607199,33.451538,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0039_image-1032,D:\Downloads\hybrid\sample-images\docs\image-1032.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0039_image-1032.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0039_image-1032.meta.json,168.4648,low,0.312322,4.460876,0.017848,0.001881,lite,1,0,balanced,passphrase_only,2764816,7.999936,0.000783,181.7319,True,True,inf,0.0,False,False,159.1357,99.614115,33.460876,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0039_image-1032,D:\Downloads\hybrid\sample-images\docs\image-1032.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0039_image-1032.enc,D:\Downloads\hybrid\artifacts\x25519_only\0039_image-1032.meta.json,117.2478,low,0.312322,4.460876,0.017848,0.001881,lite,1,0,balanced,x25519_only,2764816,7.99992,-0.0012,135.9306,True,True,inf,0.0,False,False,107.761,99.609992,33.476677,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0039_image-1032,D:\Downloads\hybrid\sample-images\docs\image-1032.jpg,D:\Downloads\hybrid\artifacts\hybrid\0039_image-1032.enc,D:\Downloads\hybrid\artifacts\hybrid\0039_image-1032.meta.json,163.7123,low,0.312322,4.460876,0.017848,0.001881,lite,1,0,balanced,hybrid_passphrase_x25519,2764816,7.999935,-0.001372,181.2704,True,True,inf,0.0,False,False,165.4355,99.61256,33.485828,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0040_image-1033,D:\Downloads\hybrid\sample-images\docs\image-1033.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0040_image-1033.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0040_image-1033.meta.json,852.0274,medium,0.539558,7.388,0.090743,0.029402,standard,2,3,balanced,passphrase_only,4915216,7.999961,-0.000422,832.5895,True,True,inf,0.0,False,False,714.2699,99.60844,33.471764,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0040_image-1033,D:\Downloads\hybrid\sample-images\docs\image-1033.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0040_image-1033.enc,D:\Downloads\hybrid\artifacts\x25519_only\0040_image-1033.meta.json,777.7362,medium,0.539558,7.388,0.090743,0.029402,standard,2,3,balanced,x25519_only,4915216,7.999967,8.6e-05,801.2824,True,True,inf,0.0,False,False,662.6407,99.609295,33.466248,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0040_image-1033,D:\Downloads\hybrid\sample-images\docs\image-1033.jpg,D:\Downloads\hybrid\artifacts\hybrid\0040_image-1033.enc,D:\Downloads\hybrid\artifacts\hybrid\0040_image-1033.meta.json,798.1683,medium,0.539558,7.388,0.090743,0.029402,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999968,-0.000537,842.197,True,True,inf,0.0,False,False,700.0169,99.606915,33.449654,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0041_image-1034,D:\Downloads\hybrid\sample-images\docs\image-1034.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0041_image-1034.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0041_image-1034.meta.json,785.8887,medium,0.476089,6.717961,0.035039,0.024783,standard,2,3,balanced,passphrase_only,4915216,7.999966,-0.000122,874.5216,True,True,inf,0.0,False,False,710.0904,99.614117,33.461201,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0041_image-1034,D:\Downloads\hybrid\sample-images\docs\image-1034.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0041_image-1034.enc,D:\Downloads\hybrid\artifacts\x25519_only\0041_image-1034.meta.json,725.9823,medium,0.476089,6.717961,0.035039,0.024783,standard,2,3,balanced,x25519_only,4915216,7.999968,0.000296,786.0571,True,True,inf,0.0,False,False,736.2989,99.602866,33.46756,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0041_image-1034,D:\Downloads\hybrid\sample-images\docs\image-1034.jpg,D:\Downloads\hybrid\artifacts\hybrid\0041_image-1034.enc,D:\Downloads\hybrid\artifacts\hybrid\0041_image-1034.meta.json,750.1369,medium,0.476089,6.717961,0.035039,0.024783,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999964,-0.000691,851.2523,True,True,inf,0.0,False,False,760.2727,99.609356,33.477962,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0042_image-1035,D:\Downloads\hybrid\sample-images\docs\image-1035.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0042_image-1035.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0042_image-1035.meta.json,787.4702,medium,0.394485,5.713856,0.002506,0.006036,standard,2,3,balanced,passphrase_only,4915216,7.999966,0.000442,877.5299,True,True,inf,0.0,False,False,777.4794,99.609458,33.469624,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0042_image-1035,D:\Downloads\hybrid\sample-images\docs\image-1035.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0042_image-1035.enc,D:\Downloads\hybrid\artifacts\x25519_only\0042_image-1035.meta.json,728.8488,medium,0.394485,5.713856,0.002506,0.006036,standard,2,3,balanced,x25519_only,4915216,7.999967,0.000215,815.9088,True,True,inf,0.0,False,False,685.9666,99.608156,33.439754,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0042_image-1035,D:\Downloads\hybrid\sample-images\docs\image-1035.jpg,D:\Downloads\hybrid\artifacts\hybrid\0042_image-1035.enc,D:\Downloads\hybrid\artifacts\hybrid\0042_image-1035.meta.json,741.3104,medium,0.394485,5.713856,0.002506,0.006036,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999967,0.000512,906.3035,True,True,inf,0.0,False,False,742.035,99.608542,33.462303,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0043_image-1036,D:\Downloads\hybrid\sample-images\docs\image-1036.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0043_image-1036.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0043_image-1036.meta.json,770.6878,medium,0.482836,6.610073,0.044099,0.101089,standard,2,3,balanced,passphrase_only,4915216,7.999958,-0.000262,868.2047,True,True,inf,0.0,False,False,711.6834,99.610719,33.476845,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0043_image-1036,D:\Downloads\hybrid\sample-images\docs\image-1036.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0043_image-1036.enc,D:\Downloads\hybrid\artifacts\x25519_only\0043_image-1036.meta.json,711.3576,medium,0.482836,6.610073,0.044099,0.101089,standard,2,3,balanced,x25519_only,4915216,7.99997,-0.000464,791.1867,True,True,inf,0.0,False,False,705.1954,99.60958,33.483982,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0043_image-1036,D:\Downloads\hybrid\sample-images\docs\image-1036.jpg,D:\Downloads\hybrid\artifacts\hybrid\0043_image-1036.enc,D:\Downloads\hybrid\artifacts\hybrid\0043_image-1036.meta.json,780.2679,medium,0.482836,6.610073,0.044099,0.101089,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999958,0.000416,975.0867,True,True,inf,0.0,False,False,745.3503,99.607464,33.449436,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0044_image-1037,D:\Downloads\hybrid\sample-images\docs\image-1037.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0044_image-1037.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0044_image-1037.meta.json,769.8613,medium,0.568053,7.769061,0.080026,0.066147,standard,2,3,balanced,passphrase_only,4915216,7.999957,0.000363,854.705,True,True,inf,0.0,False,False,705.6888,99.607708,33.48177,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0044_image-1037,D:\Downloads\hybrid\sample-images\docs\image-1037.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0044_image-1037.enc,D:\Downloads\hybrid\artifacts\x25519_only\0044_image-1037.meta.json,702.7694,medium,0.568053,7.769061,0.080026,0.066147,standard,2,3,balanced,x25519_only,4915216,7.999952,-0.00013,819.2979,True,True,inf,0.0,False,False,693.9701,99.611492,33.474873,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0044_image-1037,D:\Downloads\hybrid\sample-images\docs\image-1037.jpg,D:\Downloads\hybrid\artifacts\hybrid\0044_image-1037.enc,D:\Downloads\hybrid\artifacts\hybrid\0044_image-1037.meta.json,789.5739,medium,0.568053,7.769061,0.080026,0.066147,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999962,-0.000661,847.2766,True,True,inf,0.0,False,False,724.4712,99.609498,33.459873,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0045_image-1038,D:\Downloads\hybrid\sample-images\docs\image-1038.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0045_image-1038.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0045_image-1038.meta.json,770.2913,medium,0.542835,7.485446,0.074155,0.039759,standard,2,3,balanced,passphrase_only,4915216,7.999965,0.000313,883.502,True,True,inf,0.0,False,False,764.8743,99.60722,33.478256,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0045_image-1038,D:\Downloads\hybrid\sample-images\docs\image-1038.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0045_image-1038.enc,D:\Downloads\hybrid\artifacts\x25519_only\0045_image-1038.meta.json,761.6802,medium,0.542835,7.485446,0.074155,0.039759,standard,2,3,balanced,x25519_only,4915216,7.999963,-0.00084,792.686,True,True,inf,0.0,False,False,682.1559,99.610882,33.466118,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0045_image-1038,D:\Downloads\hybrid\sample-images\docs\image-1038.jpg,D:\Downloads\hybrid\artifacts\hybrid\0045_image-1038.enc,D:\Downloads\hybrid\artifacts\hybrid\0045_image-1038.meta.json,814.9664,medium,0.542835,7.485446,0.074155,0.039759,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999962,0.0012,835.5075,True,True,inf,0.0,False,False,725.3942,99.613323,33.471962,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0046_image-1039,D:\Downloads\hybrid\sample-images\docs\image-1039.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0046_image-1039.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0046_image-1039.meta.json,773.5679,medium,0.449414,6.185404,0.064569,0.031981,standard,2,3,balanced,passphrase_only,4915216,7.999959,-0.000662,871.9585,True,True,inf,0.0,False,False,732.4185,99.610088,33.462185,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0046_image-1039,D:\Downloads\hybrid\sample-images\docs\image-1039.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0046_image-1039.enc,D:\Downloads\hybrid\artifacts\x25519_only\0046_image-1039.meta.json,714.831,medium,0.449414,6.185404,0.064569,0.031981,standard,2,3,balanced,x25519_only,4915216,7.999958,-2.8e-05,791.7704,True,True,inf,0.0,False,False,631.6052,99.609397,33.436565,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0046_image-1039,D:\Downloads\hybrid\sample-images\docs\image-1039.jpg,D:\Downloads\hybrid\artifacts\hybrid\0046_image-1039.enc,D:\Downloads\hybrid\artifacts\hybrid\0046_image-1039.meta.json,800.5583,medium,0.449414,6.185404,0.064569,0.031981,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999968,-0.000789,910.9827,True,True,inf,0.0,False,False,721.991,99.610577,33.477669,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0047_image-104,D:\Downloads\hybrid\sample-images\docs\image-104.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0047_image-104.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0047_image-104.meta.json,829.6403,medium,0.578541,7.748976,0.120905,0.063514,standard,2,3,balanced,passphrase_only,4915216,7.999963,-0.00083,893.9398,True,True,inf,0.0,False,False,738.7778,99.612245,33.471123,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0047_image-104,D:\Downloads\hybrid\sample-images\docs\image-104.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0047_image-104.enc,D:\Downloads\hybrid\artifacts\x25519_only\0047_image-104.meta.json,698.8098,medium,0.578541,7.748976,0.120905,0.063514,standard,2,3,balanced,x25519_only,4915216,7.999959,0.000149,814.0702,True,True,inf,0.0,False,False,657.1447,99.609722,33.450298,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0047_image-104,D:\Downloads\hybrid\sample-images\docs\image-104.jpg,D:\Downloads\hybrid\artifacts\hybrid\0047_image-104.enc,D:\Downloads\hybrid\artifacts\hybrid\0047_image-104.meta.json,798.6431,medium,0.578541,7.748976,0.120905,0.063514,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999957,0.000261,846.9829,True,True,inf,0.0,False,False,733.5642,99.614015,33.473534,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0048_image-1040,D:\Downloads\hybrid\sample-images\docs\image-1040.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0048_image-1040.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0048_image-1040.meta.json,795.8351,medium,0.442049,6.181185,0.036307,0.041334,standard,2,3,balanced,passphrase_only,4915216,7.999958,-7.4e-05,889.9217,True,True,inf,0.0,False,False,705.634,99.609091,33.466755,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0048_image-1040,D:\Downloads\hybrid\sample-images\docs\image-1040.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0048_image-1040.enc,D:\Downloads\hybrid\artifacts\x25519_only\0048_image-1040.meta.json,756.8768,medium,0.442049,6.181185,0.036307,0.041334,standard,2,3,balanced,x25519_only,4915216,7.999964,0.000218,756.3534,True,True,inf,0.0,False,False,674.8744,99.612143,33.481617,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0048_image-1040,D:\Downloads\hybrid\sample-images\docs\image-1040.jpg,D:\Downloads\hybrid\artifacts\hybrid\0048_image-1040.enc,D:\Downloads\hybrid\artifacts\hybrid\0048_image-1040.meta.json,766.0471,medium,0.442049,6.181185,0.036307,0.041334,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999969,-0.000603,891.1617,True,True,inf,0.0,False,False,706.5499,99.609295,33.464611,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
